Long,Lat,Desc,pos,bkf_W,bkf_D
145.4682562,-38.05440818,down_xs6_pool,,2.488534709,-1.438
145.468251,-38.05440413,down_xs6_pool,,3.04559518,-1.841
145.4682446,-38.0544029,down_xs6_pool,,3.622889455,-2.157
145.468237,-38.0544012,down_xs6_pool,,4.312922559,-2.575
145.4682313,-38.05440027,down_xs6_pool,,4.822182493,-3.144
145.4682244,-38.054399,down_xs6_pool,,5.446127523,-3.433
145.4682173,-38.05439917,down_xs6_pool,,6.03978344,-3.884
145.4682122,-38.05439774,down_xs6_pool,,6.515965393,-4.543
145.4682077,-38.0543989,down_xs6_pool,,6.864522198,-4.712
145.4682026,-38.05439468,down_xs6_pool,,7.41360614,-4.891
145.4681981,-38.05439133,down_xs6_pool,,7.903219597,-5.315
145.4681989,-38.05439165,down_xs6_pool,bkf,7.823547853,-5.497
145.4681947,-38.05439147,down_xs6_pool,bkf_WL,8.180783887,-5.803
145.4681919,-38.05439117,down_xs6_pool,,8.429517483,-5.944
145.4681854,-38.05438879,down_xs6_pool,bkf_M,9.050242207,-6.133
145.4681785,-38.05438704,down_xs6_pool,,9.687360012,-6.484
145.4681733,-38.05438575,down_xs6_pool,,10.16004026,-6.579
145.4681706,-38.05438432,down_xs6_pool,,10.4402112,-6.7
145.4681649,-38.05438251,down_xs6_pool,,10.97820723,-6.561
145.4681567,-38.05437865,down_xs6_pool,,11.78897061,-6.433
145.4681515,-38.05437814,down_xs6_pool,,12.2403154,-6.065
145.4681505,-38.05437751,down_xs6_pool,bkf_WL,12.35135887,-5.667
145.4681459,-38.05437724,down_xs6_pool,bkf,12.74127093,-5.497
145.4681424,-38.05437677,down_xs6_pool,,13.04474764,-5.218
145.4681403,-38.05437599,down_xs6_pool,,13.24879534,-5
145.4681321,-38.05437348,down_xs6_pool,,14.0193217,-5
145.4681251,-38.05437222,down_xs6_pool,,14.64697597,-4.221
145.4681186,-38.05437089,down_xs6_pool,,15.24041076,-3.781
145.4681127,-38.05436932,down_xs6_pool,,15.78113082,-3.339
145.4681021,-38.05436707,down_xs6_pool,,16.74127274,-2.862
145.4680876,-38.0543632,down_xs6_pool,,18.08646734,-2.481
145.4680765,-38.05436024,down_xs6_pool,,19.11482328,-2.03
145.4680651,-38.05435742,down_xs6_pool,,20.16276829,-1.325
145.4680529,-38.05435344,down_xs6_pool,,21.31659471,-0.669
145.4680418,-38.05435055,down_xs6_pool,,22.34648272,-0.506
145.468159,-38.05466338,down_xs7_riffle,,0,0
145.468152,-38.05466162,down_xs7_riffle,,0.642222703,0.061
145.4681454,-38.05465753,down_xs7_riffle,,1.35840237,-0.229
145.4681398,-38.05465676,down_xs7_riffle,,1.837461564,-0.545
145.4681355,-38.05465502,down_xs7_riffle,,2.260835686,-1.019
145.4681346,-38.05465464,down_xs7_riffle,,2.351450616,-1.089
145.4681297,-38.05465226,down_xs7_riffle,,2.853441781,-1.558
145.4681239,-38.05465018,down_xs7_riffle,,3.41271622,-2.044
145.4681165,-38.05464821,down_xs7_riffle,,4.090865067,-2.513
145.468111,-38.05464526,down_xs7_riffle,,4.668618318,-3.048
145.4681062,-38.05464255,down_xs7_riffle,,5.175034299,-3.181
145.468103,-38.05464224,down_xs7_riffle,,5.448635792,-3.461
145.4681008,-38.05464123,down_xs7_riffle,,5.670835564,-3.974
145.4680964,-38.05463902,down_xs7_riffle,,6.120783773,-4.386
145.468093,-38.05463792,down_xs7_riffle,,6.439823755,-4.813
145.46809,-38.05463588,down_xs7_riffle,bkf,6.781713426,-5.142
145.4680842,-38.05463515,down_xs7_riffle,,7.269793463,-5.417
145.4680805,-38.05463297,down_xs7_riffle,bkf_WL,7.670257427,-5.599
145.4680793,-38.05463138,down_xs7_riffle,,7.846337489,-5.673
145.468075,-38.05463014,down_xs7_riffle,,8.240966569,-5.638
145.4680709,-38.05462638,down_xs7_riffle,,8.753153318,-5.683
145.4680657,-38.05462565,down_xs7_riffle,bkf_M,9.195413313,-5.734
145.4680627,-38.05462187,down_xs7_riffle,,9.625318956,-5.732
145.4680594,-38.05462057,down_xs7_riffle,,9.948485312,-5.724
145.4680573,-38.0546192,down_xs7_riffle,,10.18066938,-5.58
145.4680532,-38.05461798,down_xs7_riffle,bkf_WL,10.56338871,-5.277
145.4680502,-38.05461723,down_xs7_riffle,bkf,10.83277481,-5.142
145.468045,-38.05461404,down_xs7_riffle,,11.40412776,-4.954
145.4680419,-38.05461195,down_xs7_riffle,,11.75123798,-4.233
145.4680343,-38.05461008,down_xs7_riffle,,12.44027154,-4.117
145.4680293,-38.0546087,down_xs7_riffle,,12.89646789,-3.93
145.4680252,-38.05460708,down_xs7_riffle,,13.29887954,-3.441
145.4680088,-38.05460013,down_xs7_riffle,,14.93443059,-3.223
145.4679973,-38.05459502,down_xs7_riffle,,16.0881324,-2.732
145.4679791,-38.05458905,down_xs7_riffle,,17.8129799,-1.593
145.4679564,-38.05458048,down_xs7_riffle,,20.01465993,-0.068
145.4681251,-38.05477757,down_xs8_pool,,0,0
145.4681057,-38.05477608,down_xs8_pool,,1.715479233,-1.122
145.4681004,-38.05477308,down_xs8_pool,,2.225482644,-1.721
145.4680931,-38.0547709,down_xs8_pool,,2.906083275,-2.358
145.4680854,-38.05476791,down_xs8_pool,,3.649689302,-3.007
145.4680782,-38.05476407,down_xs8_pool,,4.380011416,-3.572
145.4680707,-38.05476139,down_xs8_pool,,5.100339695,-3.859
145.4680621,-38.05475943,down_xs8_pool,,5.883774724,-4.193
145.4680579,-38.05475649,down_xs8_pool,,6.346221947,-4.614
145.4680515,-38.05475271,down_xs8_pool,,7.027600444,-4.782
145.468047,-38.05475186,down_xs8_pool,,7.429330858,-4.842
145.4680452,-38.05474935,down_xs8_pool,,7.679068954,-5.169
145.4680374,-38.05474434,down_xs8_pool,bkf,8.533090003,-5.688
145.4680356,-38.05474372,down_xs8_pool,bkf_WL,8.71281889,-6.065
145.4680345,-38.05474126,down_xs8_pool,,8.9193687,-6.252
145.468032,-38.05474054,down_xs8_pool,,9.151842001,-6.408
145.4680265,-38.054738,down_xs8_pool,,9.709575944,-6.439
145.4680209,-38.05473594,down_xs8_pool,,10.25095605,-6.629
145.4680174,-38.05473411,down_xs8_pool,,10.6145519,-6.778
145.4680135,-38.05473194,down_xs8_pool,,11.02654674,-6.755
145.4680057,-38.0547318,down_xs8_pool,,11.64900773,-6.648
145.468003,-38.0547293,down_xs8_pool,,11.98207269,-6.533
145.4679992,-38.05472589,down_xs8_pool,,12.45043935,-6.258
145.4679978,-38.05472467,down_xs8_pool,bkf_WL,12.62446866,-5.982
145.4679953,-38.05472336,down_xs8_pool,,12.88130712,-5.872
145.4679923,-38.05472131,down_xs8_pool,bkf,13.22454846,-5.687
145.4679883,-38.05471865,down_xs8_pool,,13.67141873,-5.249
145.4679862,-38.0547173,down_xs8_pool,,13.90975273,-5.084
145.4679845,-38.05471584,down_xs8_pool,,14.11458891,-4.487
145.4679816,-38.05471488,down_xs8_pool,,14.39249614,-3.767
145.4679752,-38.05471258,down_xs8_pool,,15.00649076,-3.576
145.4679699,-38.05470856,down_xs8_pool,,15.63048269,-2.867
145.4679565,-38.05470172,down_xs8_pool,,17.02193315,-3.261
145.4679474,-38.05469688,down_xs8_pool,,17.98554581,-2.597
145.467934,-38.05468888,down_xs8_pool,,19.45125173,-1.984
145.4679211,-38.05468067,down_xs8_pool,,20.88797676,-1.603
145.4678972,-38.05466586,down_xs8_pool,,23.53531825,-1.022
