Long,Lat,Desc,pos,bkf_W,bkf_D
145.4665892,-38.05588844,up_xs7_pool,,23.36733748,-4.18
145.4665867,-38.05588675,up_xs7_pool,,23.64591527,-3.821
145.4665802,-38.05588571,up_xs7_pool,,24.20816261,-3.386
145.4665724,-38.05588193,up_xs7_pool,,25.00981043,-2.933
145.4665694,-38.05587976,up_xs7_pool,,25.35074535,-2.244
145.4665515,-38.05586995,up_xs7_pool,,27.24440649,-1.916
145.4665415,-38.05586686,up_xs7_pool,,28.18429761,-1.29
145.4665276,-38.05586357,up_xs7_pool,,29.43353003,-0.731
145.4665139,-38.05585923,up_xs7_pool,,30.72589795,-0.263
145.4664919,-38.05585007,up_xs7_pool,,32.90624593,0.01
145.4664654,-38.05606482,up_xs6_riffle,,0,0
145.4664845,-38.05606736,up_xs6_riffle,,1.697265153,-0.326
145.4664979,-38.05606834,up_xs6_riffle,,2.879501693,-0.683
145.4665062,-38.05606986,up_xs6_riffle,,3.627623051,-1.273
145.4665117,-38.05607022,up_xs6_riffle,,4.102639151,-1.898
145.4665231,-38.05607168,up_xs6_riffle,,5.120088769,-2.396
145.466534,-38.05607306,up_xs6_riffle,,6.085818433,-2.787
145.4665413,-38.0560741,up_xs6_riffle,,6.735984709,-3.17
145.4665547,-38.0560761,up_xs6_riffle,,7.931758191,-3.583
145.4665619,-38.05607732,up_xs6_riffle,,8.579111434,-3.885
145.4665696,-38.05607905,up_xs6_riffle,,9.277557491,-3.916
145.4665782,-38.05608013,up_xs6_riffle,,10.04596481,-4.051
145.466581,-38.05608046,up_xs6_riffle,,10.28818973,-4.19
145.466584,-38.0560812,up_xs6_riffle,,10.56204549,-4.773
145.4665886,-38.05608282,up_xs6_riffle,,10.99648971,-5.151
145.4665918,-38.05608325,up_xs6_riffle,,11.28073225,-5.377
145.4665965,-38.05608484,up_xs6_riffle,,11.71359552,-5.507
145.4665939,-38.05608611,up_xs6_riffle,bkf,11.52037087,-5.559
145.4665989,-38.0560851,up_xs6_riffle,bkf_WL,11.92672432,-5.717
145.4666015,-38.05608547,up_xs6_riffle,,12.1606446,-5.883
145.4666073,-38.05608742,up_xs6_riffle,,12.70331661,-5.918
145.4666143,-38.05608739,up_xs6_riffle,,13.30438864,-5.827
145.4666214,-38.05608788,up_xs6_riffle,,13.92778697,-5.83
145.4666272,-38.05609266,up_xs6_riffle,,14.52906852,-5.806
145.4666298,-38.05609291,up_xs6_riffle,bkf_WL,14.76147435,-5.731
145.466635,-38.05609436,up_xs6_riffle,,15.24260043,-5.592
145.4666367,-38.05609527,up_xs6_riffle,bkf,15.40258816,-5.559
145.4666386,-38.0560945,up_xs6_riffle,,15.55044257,-5.434
145.4666395,-38.05609571,up_xs6_riffle,,15.65631457,-5.381
145.4666431,-38.05609669,up_xs6_riffle,,15.98786243,-5.008
145.4666482,-38.05609758,up_xs6_riffle,,16.44500277,-4.727
145.466655,-38.05610009,up_xs6_riffle,,17.09285588,-4.43
145.4666587,-38.05610217,up_xs6_riffle,,17.45895678,-4.184
145.4666625,-38.05610306,up_xs6_riffle,,17.80818963,-3.894
145.4666689,-38.05610626,up_xs6_riffle,,18.43716337,-3.377
145.4666794,-38.05611241,up_xs6_riffle,,19.50675957,-2.822
145.4666995,-38.05612221,up_xs6_riffle,,21.50924104,-2.594
145.4667143,-38.05612553,up_xs6_riffle,,22.85825402,-2.126
145.4667204,-38.056126,up_xs6_riffle,,23.3804167,-1.668
145.4667279,-38.05612745,up_xs6_riffle,,24.06134886,-1.401
145.4667439,-38.05612994,up_xs6_riffle,,25.48435294,-1.108
145.4667534,-38.05613193,up_xs6_riffle,,26.34788967,-0.971
145.4667571,-38.05613633,up_xs6_riffle,,26.79676199,-0.814
145.4667731,-38.05613926,up_xs6_riffle,,28.2328797,-0.522
145.4667882,-38.05613936,up_xs6_riffle,,29.50452381,-0.502
145.4667663,-38.05619285,up_xs5_pool,,0,0
145.466755,-38.05619183,up_xs5_pool,,0.99971696,-0.334
145.4667455,-38.05619208,up_xs5_pool,,1.832825414,-0.801
145.4667354,-38.05619196,up_xs5_pool,,2.717556623,-1.298
145.4667244,-38.05619262,up_xs5_pool,,3.677166572,-1.772
145.4667052,-38.05619169,up_xs5_pool,,5.365156661,-1.87
145.466688,-38.05618947,up_xs5_pool,,6.87999048,-1.726
145.4666711,-38.05618779,up_xs5_pool,,8.376737551,-1.758
145.4666585,-38.05618856,up_xs5_pool,,9.471407287,-2.006
145.4666457,-38.05618984,up_xs5_pool,,10.58719401,-2.503
145.4666379,-38.05618975,up_xs5_pool,,11.27712095,-2.89
145.4666334,-38.05618946,up_xs5_pool,,11.67445009,-3.131
145.4666267,-38.05618963,up_xs5_pool,,12.25999254,-3.443
145.4666244,-38.05618997,up_xs5_pool,,12.45653086,-3.933
145.4666136,-38.05619096,up_xs5_pool,,13.40300451,-4.454
145.4666062,-38.0561859,up_xs5_pool,bkf,14.07236455,-4.82
145.4666039,-38.05618664,up_xs5_pool,,14.2732222,-5.176
145.4666003,-38.0561868,up_xs5_pool,,14.58536945,-5.337
145.4665931,-38.05618809,up_xs5_pool,,15.21252211,-5.471
145.4665891,-38.05618859,up_xs5_pool,,15.56249906,-5.569
145.466582,-38.05618911,up_xs5_pool,,16.18368592,-5.591
145.4665773,-38.05618949,up_xs5_pool,,16.59429532,-5.395
145.4665735,-38.05619023,up_xs5_pool,,16.92100426,-5.224
145.4665704,-38.05619043,up_xs5_pool,,17.19400654,-4.999
145.466563,-38.05619211,up_xs5_pool,bkf,17.84725917,-4.82
145.4665523,-38.05619352,up_xs5_pool,,18.77892651,-4.76
145.4665434,-38.05619301,up_xs5_pool,,19.56597174,-4.42
145.4665298,-38.056193,up_xs5_pool,,20.75308806,-3.89
145.4665213,-38.05619198,up_xs5_pool,,21.50254787,-3.43
145.4665106,-38.05619154,up_xs5_pool,,22.43711818,-3.092
145.4664936,-38.0561906,up_xs5_pool,,23.93743917,-2.731
145.4664776,-38.05618915,up_xs5_pool,,25.34400097,-2.515
145.466467,-38.0561882,up_xs5_pool,,26.27113111,-2.257
145.4664509,-38.0561868,up_xs5_pool,,27.68783477,-1.277
145.4664447,-38.0561863,up_xs5_pool,,28.22820664,-0.647
145.4664371,-38.05618974,up_xs5_pool,,28.89529695,0.683
145.4664339,-38.05625186,up_xs4_riffle,,0,0
145.4664377,-38.05625193,up_xs4_riffle,,0.332006024,-0.736
145.4664432,-38.05624988,up_xs4_riffle,,0.849575188,-1.314
145.466443,-38.05625029,up_xs4_riffle,,0.820819712,-1.315
145.4664512,-38.05624899,up_xs4_riffle,,1.551613676,-1.591
145.4664581,-38.05624612,up_xs4_riffle,,2.219191069,-2.095
145.4664635,-38.05624535,up_xs4_riffle,,2.699656645,-2.542
145.4664692,-38.05624402,up_xs4_riffle,,3.222419122,-2.843
145.4664772,-38.05624306,up_xs4_riffle,,3.922122512,-3.182
145.466491,-38.05624117,up_xs4_riffle,,5.152707735,-3.437
145.4665024,-38.05623876,up_xs4_riffle,,6.188045653,-3.972
145.4665175,-38.05623461,up_xs4_riffle,,7.580265761,-4.599
145.4665293,-38.05623184,up_xs4_riffle,,8.659781983,-4.965
145.4665341,-38.05622965,up_xs4_riffle,,9.136719105,-5.177
145.4665374,-38.05622912,up_xs4_riffle,,9.426229204,-5.493
145.4665522,-38.05622468,up_xs4_riffle,,10.81361332,-5.299
145.4665629,-38.0562239,up_xs4_riffle,,11.74136027,-5.16
145.4665658,-38.05622495,up_xs4_riffle,,11.95776371,-5.194
145.4665652,-38.05622589,up_xs4_riffle,bkf,11.88102323,-5.385
145.4665692,-38.05622541,up_xs4_riffle,,12.23152227,-5.547
145.466575,-38.05622347,up_xs4_riffle,,12.77803647,-5.469
145.4665845,-38.05622258,up_xs4_riffle,,13.61025147,-5.499
145.4665905,-38.05622261,up_xs4_riffle,,14.12269273,-5.713
145.4665977,-38.05622081,up_xs4_riffle,,14.779977,-5.686
145.4666043,-38.05621917,up_xs4_riffle,,15.38667466,-5.736
145.4666129,-38.05621884,up_xs4_riffle,,16.13129065,-5.984
145.466613,-38.05621885,up_xs4_riffle,,16.13492749,-6.002
145.4666164,-38.05621861,up_xs4_riffle,,16.43861466,-6.058
145.4666194,-38.0562178,up_xs4_riffle,,16.70876492,-5.768
145.4666215,-38.05621749,up_xs4_riffle,bkf,16.89940236,-5.385
145.4666269,-38.05621621,up_xs4_riffle,,17.38957104,-5.028
145.4666319,-38.05621584,up_xs4_riffle,,17.83320995,-4.671
145.4666354,-38.05621469,up_xs4_riffle,,18.15525147,-4.25
145.4666432,-38.05621406,up_xs4_riffle,,18.83885453,-4.06
145.4666472,-38.05621394,up_xs4_riffle,,19.18823832,-3.557
145.4666517,-38.05621283,up_xs4_riffle,,19.59961727,-3.532
145.4666556,-38.05621311,up_xs4_riffle,,19.92719491,-3.177
145.4666618,-38.05621181,up_xs4_riffle,,20.48602353,-3.038
145.4666712,-38.05620994,up_xs4_riffle,,21.33398945,-2.687
145.4666837,-38.05620818,up_xs4_riffle,,22.44653247,-2.479
145.4667023,-38.05620568,up_xs4_riffle,,24.107823,-2.51
145.4667137,-38.0562037,up_xs4_riffle,,25.12555834,-2.317
145.4667225,-38.05620283,up_xs4_riffle,,25.90308839,-2.443
145.4667277,-38.05620272,up_xs4_riffle,,26.35410293,-2.365
145.4667371,-38.05620138,up_xs4_riffle,,27.18666456,-2.008
145.4667422,-38.05620088,up_xs4_riffle,,27.63726893,-1.65
145.4667496,-38.05620178,up_xs4_riffle,,28.25858358,-1.148
145.4667602,-38.05620113,up_xs4_riffle,,29.1818877,-0.785
145.4667791,-38.0561989,up_xs4_riffle,,30.85517542,-0.576
145.466883,-38.05628909,up_xs3_pool,,0,0
145.4668582,-38.05628489,up_xs3_pool,,2.225928121,-0.296
145.4668423,-38.05628579,up_xs3_pool,,3.58417215,-0.295
145.4668313,-38.05628496,up_xs3_pool,,4.553221387,-0.296
145.4667983,-38.05628597,up_xs3_pool,,7.437343948,-0.608
145.466779,-38.05628906,up_xs3_pool,,9.12020093,-0.731
145.4667729,-38.0562907,up_xs3_pool,,9.664912053,-0.878
145.4667678,-38.05629194,up_xs3_pool,,10.10854579,-1.112
145.4667596,-38.05629238,up_xs3_pool,,10.83266805,-1.241
145.4667465,-38.05629381,up_xs3_pool,,11.98370915,-1.615
145.4667364,-38.05629184,up_xs3_pool,,12.8663913,-1.799
145.4667205,-38.05629582,up_xs3_pool,,14.27275313,-2.379
145.4667048,-38.05629769,up_xs3_pool,,15.66595369,-2.805
145.466693,-38.05630202,up_xs3_pool,,16.73260664,-2.872
145.4666759,-38.05630575,up_xs3_pool,,18.26375298,-2.861
145.4666691,-38.05630634,up_xs3_pool,,18.86554881,-2.999
145.4666651,-38.05630762,up_xs3_pool,,19.23072274,-3.48
145.466663,-38.05630801,up_xs3_pool,,19.42012062,-3.739
145.4666498,-38.0563077,up_xs3_pool,,20.5677401,-4.369
145.4666425,-38.05630796,up_xs3_pool,,21.20110761,-4.634
145.4666404,-38.05630791,up_xs3_pool,,21.3914989,-4.735
145.4666337,-38.05630845,up_xs3_pool,bkf,21.98066537,-5.167
145.4666293,-38.05630923,up_xs3_pool,bkf_WL,22.37370074,-5.418
145.4666271,-38.05630877,up_xs3_pool,,22.56102772,-5.399
145.4666229,-38.05630942,up_xs3_pool,,22.92856631,-5.745
145.4666186,-38.05630921,up_xs3_pool,,23.3021941,-5.841
145.4666135,-38.05630871,up_xs3_pool,,23.74615628,-5.865
145.466608,-38.05630774,up_xs3_pool,,24.21310788,-5.755
145.4666008,-38.05630768,up_xs3_pool,,24.84219801,-5.683
145.4665952,-38.0563082,up_xs3_pool,,25.34230838,-5.67
145.4665907,-38.05630816,up_xs3_pool,,25.73057609,-5.439
145.4665863,-38.05630864,up_xs3_pool,bkf,26.12161681,-5.167
145.4665777,-38.05630639,up_xs3_pool,,26.85399078,-5.247
145.4665617,-38.05630405,up_xs3_pool,,28.23906702,-5.099
145.4665462,-38.0563033,up_xs3_pool,,29.590073,-5.188
145.4665413,-38.05630168,up_xs3_pool,,30.00963814,-5.198
145.4665346,-38.05629726,up_xs3_pool,,30.58451903,-4.96
145.4665255,-38.05629521,up_xs3_pool,,31.37280536,-4.401
145.4665198,-38.05629411,up_xs3_pool,,31.87340449,-3.875
145.4665077,-38.05629229,up_xs3_pool,,32.92824714,-3.38
145.4664969,-38.05629307,up_xs3_pool,,33.88375955,-2.896
145.4664894,-38.05629284,up_xs3_pool,,34.53807713,-2.151
145.4664777,-38.05629336,up_xs3_pool,,35.56180136,-1.495
145.4664665,-38.05629374,up_xs3_pool,,36.54513572,-0.994
145.4664361,-38.05629464,up_xs3_pool,,39.2133449,-0.916
145.4664186,-38.05629265,up_xs3_pool,,40.74597297,-0.667
145.4664073,-38.05628987,up_xs3_pool,,41.74421331,-0.316
145.4663889,-38.05628789,up_xs3_pool,,43.35390668,0.075
145.4663806,-38.05628733,up_xs2_riffle,,0,0
145.4663895,-38.05629378,up_xs2_riffle,,1.062830184,-0.176
145.4664004,-38.05630208,up_xs2_riffle,,2.392832631,-0.555
145.4664081,-38.0563083,up_xs2_riffle,,3.358131921,-0.824
145.4664221,-38.05631972,up_xs2_riffle,,5.121621325,-1.125
145.4664342,-38.05632824,up_xs2_riffle,,6.540459464,-0.945
145.4664479,-38.0563373,up_xs2_riffle,,8.104431504,-1.139
145.4664571,-38.05634453,up_xs2_riffle,,9.241154149,-1.388
145.4664625,-38.05634812,up_xs2_riffle,,9.860176469,-1.781
145.4664694,-38.056352,up_xs2_riffle,,10.59901401,-2.17
145.4664762,-38.05635668,up_xs2_riffle,,11.38479135,-2.54
145.4664825,-38.05636006,up_xs2_riffle,,12.04923288,-2.88
145.4664898,-38.0563662,up_xs2_riffle,,12.97890257,-3.168
145.4664972,-38.05636887,up_xs2_riffle,,13.66326703,-3.51
145.4665029,-38.05637171,up_xs2_riffle,,14.24386156,-4.048
145.4665085,-38.056374,up_xs2_riffle,,14.78063003,-4.379
145.4665127,-38.05637592,up_xs2_riffle,,15.20010954,-4.579
145.4665139,-38.05637613,up_xs2_riffle,bkf,15.29610414,-5.209
145.4665162,-38.0563769,up_xs2_riffle,bkf_WL,15.50852685,-5.564
145.4665213,-38.05638173,up_xs2_riffle,,16.19239837,-5.884
145.466527,-38.05638461,up_xs2_riffle,,16.7810399,-5.888
145.4665317,-38.05638765,up_xs2_riffle,,17.31665845,-5.858
145.4665383,-38.05638865,up_xs2_riffle,,17.83594789,-5.689
145.4665411,-38.05638936,up_xs2_riffle,,18.07362457,-5.602
145.4665451,-38.05639121,up_xs2_riffle,,18.47359332,-5.676
145.4665485,-38.05639325,up_xs2_riffle,,18.85403376,-5.755
145.4665538,-38.05639699,up_xs2_riffle,,19.47004104,-5.818
145.4665556,-38.05640219,up_xs2_riffle,,19.96261769,-5.909
145.4665617,-38.05640499,up_xs2_riffle,,20.57165402,-5.809
145.4665651,-38.05640782,up_xs2_riffle,,20.99944545,-5.676
145.466567,-38.05640872,up_xs2_riffle,bkf_WL,21.19518551,-5.535
145.4665686,-38.0564106,up_xs2_riffle,,21.43470226,-5.387
145.4665718,-38.05641236,up_xs2_riffle,bkf,21.77187234,-5.209
145.4665751,-38.05641682,up_xs2_riffle,,22.31304518,-4.659
145.4665785,-38.05641854,up_xs2_riffle,,22.66705561,-4.502
145.4665815,-38.05642023,up_xs2_riffle,,22.98738926,-3.663
145.466588,-38.05642429,up_xs2_riffle,,23.71257493,-3.383
145.4665959,-38.05642978,up_xs2_riffle,,24.63910863,-3.27
145.4666033,-38.05643659,up_xs2_riffle,,25.62439543,-3.126
145.4666108,-38.05644092,up_xs2_riffle,,26.43284814,-3.102
145.4666184,-38.05644737,up_xs2_riffle,,27.40656792,-2.878
145.4666249,-38.05645218,up_xs2_riffle,,28.18572903,-2.572
145.4666303,-38.0564563,up_xs2_riffle,,28.83944578,-2.155
145.4666345,-38.05646185,up_xs2_riffle,,29.52365169,-1.639
145.4666435,-38.05646755,up_xs2_riffle,,30.53347496,-1.134
145.4666619,-38.05647338,up_xs2_riffle,,32.18660324,-0.614
145.4666826,-38.05647869,up_xs2_riffle,,33.96546077,-0.317
145.4667098,-38.05649644,up_xs2_riffle,,37.0583467,-0.032
145.4666453,-38.05651935,up_xs1_pool,,0,0
145.4666331,-38.05650998,up_xs1_pool,,1.498565981,-0.194
145.4666188,-38.0565012,up_xs1_pool,,3.076481757,-0.466
145.4666059,-38.05649286,up_xs1_pool,,4.54390724,-0.839
145.4665922,-38.05648468,up_xs1_pool,,6.047837713,-1.232
145.4665795,-38.05647776,up_xs1_pool,,7.396717178,-1.701
145.4665653,-38.05646724,up_xs1_pool,,9.095426378,-2.395
145.4665543,-38.05645961,up_xs1_pool,,10.38368957,-2.829
145.4665454,-38.05645448,up_xs1_pool,,11.3446966,-3.203
145.4665378,-38.056446,up_xs1_pool,,12.4640071,-3.759
145.4665327,-38.05644436,up_xs1_pool,,12.92259448,-4.226
145.4665309,-38.05644148,up_xs1_pool,,13.25143743,-4.452
145.4665273,-38.05643916,up_xs1_pool,,13.65553141,-4.732
145.4665257,-38.05643787,up_xs1_pool,,13.85333436,-4.803
145.4665227,-38.05643515,up_xs1_pool,bkf,14.2531674,-5.113
145.4665227,-38.05643515,up_xs1_pool,bkf_WL,14.53296945,-5.463
145.4665227,-38.05643515,up_xs1_pool,,14.73836792,-5.607
145.4665227,-38.05643039,up_xs1_pool,,15.22228314,-5.584
145.4665096,-38.05642711,up_xs1_pool,,15.70783779,-5.579
145.4665054,-38.05642485,up_xs1_pool,,16.14829681,-5.846
145.4665022,-38.05642273,up_xs1_pool,,16.51668369,-6.147
145.4664994,-38.05642057,up_xs1_pool,,16.86127516,-6.317
145.4664954,-38.05641731,up_xs1_pool,,17.361165,-6.326
145.4664922,-38.05641574,up_xs1_pool,,17.68442821,-6.266
145.4664912,-38.05641496,up_xs1_pool,,17.80718869,-6.244
145.4664912,-38.05641496,up_xs1_pool,bkf,18.10200345,-5.113
145.4664912,-38.05641496,up_xs1_pool,,18.08123679,-5.036
145.4664863,-38.05641216,up_xs1_pool,,18.33616099,-4.456
145.4664804,-38.0564075,up_xs1_pool,,19.06987111,-4.298
145.4664781,-38.05640544,up_xs1_pool,,19.37210895,-4.124
145.4664742,-38.05640251,up_xs1_pool,,19.84277987,-3.91
145.4664698,-38.05640059,up_xs1_pool,,20.27117325,-3.576
145.4664657,-38.0563967,up_xs1_pool,,20.8273851,-3.243
145.4664645,-38.05639531,up_xs1_pool,,21.00687157,-2.978
145.4664638,-38.05639226,up_xs1_pool,,21.27361206,-2.279
145.4664503,-38.05638678,up_xs1_pool,,22.56907639,-1.723
145.4664452,-38.0563826,up_xs1_pool,,23.21349164,-1.787
145.4664416,-38.05638009,up_xs1_pool,,23.62962194,-2.015
145.4664363,-38.05637577,up_xs1_pool,,24.29609115,-2.246
145.4664352,-38.05637466,up_xs1_pool,,24.45268118,-1.56
145.466427,-38.05636689,up_xs1_pool,,25.55997703,-1.23
145.4664148,-38.05635881,up_xs1_pool,,26.95906278,-1.018
145.4663919,-38.05634259,up_xs1_pool,,29.65316801,-0.807
145.4663777,-38.05633474,up_xs1_pool,,31.16921613,-0.859
145.4663634,-38.05632747,up_xs1_pool,,32.64441713,-0.364
145.4663542,-38.05632053,up_xs1_pool,,33.75899171,-0.064
145.466482,-38.05661086,btw_xs11_pool,,0,0
145.4664767,-38.05660075,btw_xs11_pool,,1.214325327,-0.095
145.4664721,-38.05659234,btw_xs11_pool,,2.231431155,-0.162
145.4664676,-38.05658404,btw_xs11_pool,,3.233167023,-0.392
145.4664639,-38.05657521,btw_xs11_pool,,4.262563783,-0.625
145.4664606,-38.05656637,btw_xs11_pool,,5.282661924,-1.128
145.4664549,-38.05655559,btw_xs11_pool,,6.579303611,-1.811
145.4664491,-38.05654583,btw_xs11_pool,,7.772403039,-2.168
145.4664461,-38.05653688,btw_xs11_pool,,8.793807651,-2.631
145.4664395,-38.05652709,btw_xs11_pool,,10.01565759,-3.006
145.4664327,-38.05651778,btw_xs11_pool,,11.19911001,-3.482
145.4664255,-38.05650596,btw_xs11_pool,,12.65273872,-3.972
145.4664249,-38.05650311,btw_xs11_pool,,12.96511905,-4.621
145.4664238,-38.05649865,btw_xs11_pool,,13.45878111,-5.099
145.4664209,-38.05649227,btw_xs11_pool,bkf,14.21105098,-5.578
145.4664223,-38.05649209,btw_xs11_pool,bkf_WL,14.18107767,-5.829
145.46642,-38.05648817,btw_xs11_pool,,14.66256461,-6.489
145.4664182,-38.05648231,btw_xs11_pool,,15.32583244,-6.331
145.4664149,-38.05647848,btw_xs11_pool,,15.82613639,-6.248
145.4664134,-38.05647461,btw_xs11_pool,,16.27423193,-6.156
145.4664088,-38.05647127,btw_xs11_pool,,16.7695861,-6.012
145.4664062,-38.05646872,btw_xs11_pool,bkf_WL,17.1174938,-5.686
145.4664053,-38.05646754,btw_xs11_pool,bkf,17.26873111,-5.578
145.4664056,-38.05646726,btw_xs11_pool,,17.28901967,-5.192
145.4664049,-38.0564587,btw_xs11_pool,,18.18960099,-4.964
145.4664018,-38.05645268,btw_xs11_pool,,18.91138348,-4.634
145.4663986,-38.0564492,btw_xs11_pool,,19.37349633,-4.286
145.4663972,-38.05644487,btw_xs11_pool,,19.8669994,-3.78
145.4663967,-38.05642871,btw_xs11_pool,,21.55354003,-2.607
145.4663874,-38.05641699,btw_xs11_pool,,23.05853044,-1.999
145.4663776,-38.05640575,btw_xs11_pool,,24.53529474,-1.94
145.4663645,-38.05639179,btw_xs11_pool,,26.40449305,-1.616
145.4663605,-38.05638129,btw_xs11_pool,,27.61681975,-1.241
145.466349,-38.0563704,btw_xs11_pool,,29.12384154,-1.055
145.4663396,-38.05636288,btw_xs11_pool,,30.22265913,-1.095
145.4663312,-38.0563553,btw_xs11_pool,,31.29510724,-0.649
145.4663074,-38.05633423,btw_xs11_pool,,34.30860373,-0.379
145.4662834,-38.05633666,btw_xs12_riffle,,0,0
145.466287,-38.05634638,btw_xs12_riffle,,1.123484757,-0.131
145.4662914,-38.05636367,btw_xs12_riffle,,3.078756405,-0.27
145.4662967,-38.05637859,btw_xs12_riffle,,4.796659254,-0.691
145.4663023,-38.05639226,btw_xs12_riffle,,6.387129011,-1.065
145.4663027,-38.05639968,btw_xs12_riffle,,7.196128474,-1.235
145.4663052,-38.05640814,btw_xs12_riffle,,8.161145998,-1.56
145.4663058,-38.05642097,btw_xs12_riffle,,9.559582,-1.916
145.4663107,-38.05642971,btw_xs12_riffle,,10.60123224,-2.088
145.4663128,-38.05643612,btw_xs12_riffle,,11.33466775,-2.635
145.4663132,-38.05644334,btw_xs12_riffle,,12.12362128,-3.161
145.4663143,-38.0564497,btw_xs12_riffle,,12.833669,-3.899
